recipient_name,total_obligated_amount,Country,Address,County,City,State,Zip4 Code
"SMARTY, LLC",32500,USA,2335 S STATE ST STE 300,PROVO,UTAH,UT,846065512
CALIFORNIA HIGHWAY PATROLMANS CLUB,32499,USA,3910 ALFRED HARRELL HWY,BAKERSFIELD,KERN,CA,93308
"LAKOTA SOFTWARE SOLUTIONS, INC",32339.1,USA,1000 TECHNOLOGY DR STE 2260,FAIRMONT,MARION,WV,265548840
"OUTLOOK-NEBRASKA, INC.",32159,USA,4125 S 72ND ST,OMAHA,DOUGLAS,NE,681271802
MANAGER TOOLS LLC,32000,USA,7438 SPY GLASS DR,MODESTO,STANISLAUS,CA,953569579
COMM-FIT HOLDINGS LLC,31949.54,USA,4651 SUNBELT DR,ADDISON,DALLAS,TX,750015132
SAVE AGAIN.COM,31938,USA,28027 LINDA LN,SANTA CLARITA,LOS ANGELES,CA,913505712
RPT CONSULTING LLC,31919.4,USA,1112 JENSEN DR STE 101,VIRGINIA BEACH,VIRGINIA BEACH (CITY),VA,234515881
TECHFOCUS LLC,31770,USA,7051 SALVIA ST,ARVADA,JEFFERSON,CO,800077077
REALLY RIGHT STUFF LLC,31590,USA,720 S 850 E,LEHI,UTAH,UT,840434192
MARTYS AUTO BODY SERVICES LIMITED,30845.7,USA,500 W 25TH ST,NEW YORK,NEW YORK,NY,100015976
"EUROOPTIC, LIMITED",30616,USA,1203 LYCOMING MALL CIR,MUNCY,LYCOMING,PA,177561810
PLANET TECH INC,30470,USA,42801 HAY RD,ASHBURN,LOUDOUN,VA,201473517
TORO GLOBAL LLC,30233.5,USA,2801 ALTON PKWY,IRVINE,ORANGE,CA,926062178
CARNATION ENTERPRISES LLC,30070,USA,8630 N NATIONAL AVE,NILES,COOK,IL,607142137
"FORENSIC MEDIA SERVICES, LTD.",30000,USA,1020 15TH ST APT 17F,DENVER,DENVER,CO,802022307
"FRANKLIN LEE ENTERPRISES, L.L.C.",29985,USA,2419 IMPERIAL BUSINESS PARK DR,IMPERIAL,IMPERIAL,CA,922514004
"EXPAND INTERNATIONAL OF AMERICA, INC.",29768.63,USA,400 LONG BEACH BLVD STE 1,STRATFORD,GREATER BRIDGEPORT,CT,66157180
IMPERIAL VALLEY RIFLE & PISTOL ASSOCIATION INC,29268,USA,2250 WHEELER RD,IMPERIAL,IMPERIAL,CA,92251
"STRATASYS, INC",29200,USA,7665 C0MMERCE WAY,EDEN PRAIRIE,HENNEPIN,MN,55344
REDISHRED ACQUISITION INC,28800,USA,6067 CORPORATE DR STE 2,EAST SYRACUSE,ONONDAGA,NY,130571082
CITY OF HAVRE DE GRACE,28800,USA,715 PENNINGTON AVE,HAVRE DE GRACE,HARFORD,MD,210783004
CUSTOM COURIER INC,28788,USA,62 LINDEN TER,BURLINGTON,CHITTENDEN,VT,54014928
PINELLAS CORPORATION,28024,USA,2010 CORPORATE RDG STE 200,MC LEAN,FAIRFAX,VA,221027849
RICHARD TASHMAN,27885.04,USA,1109 CONCORD AVE,DREXEL HILL,DELAWARE,PA,190262610
BCS SYSTEMS INC,27536.85,USA,10333 RICHMOND AVE STE 610,HOUSTON,HARRIS,TX,770424172
CENTRAL NETWORK RETAIL GROUP LLC,26940,USA,1927 FIRST AVENUE NORTH,BIRMINGHAM,JEFFERSON,AL,352034050
ADORAMA INC.,26934.88,USA,42 W 18TH ST,NEW YORK,NEW YORK,NY,100114621
DAY MANAGEMENT CORP.,26890,USA,4700 SE INTERNATIONAL WAY,MILWAUKIE,CLACKAMAS,OR,972224657
FAAC INCORPORATED,26690.42,USA,1229 OAK VALLEY DR,ANN ARBOR,WASHTENAW,MI,481089675
"ABBA TECHNOLOGIES, INC.",26687.94,USA,5301 BEVERLY HILLS AVE NE,ALBUQUERQUE,BERNALILLO,NM,871132143
THE MOUNT VERNON LADIES' ASSOCIATION OF THE UNION,26350,USA,3200 MOUNT VERNON MEMORIAL HIGHWAY,MOUNT VERNON,FAIRFAX,VA,221210110
"AMERICAN WORDATA, INC",26294.1,USA,13916 MONROES BUSINESS PARK,TAMPA,HILLSBOROUGH,FL,33635
MYSTERY RANCH LLC,26100.8,USA,1750 EVERGREEN DR,BOZEMAN,GALLATIN,MT,597152459
"PINNACLE LIVE, LLC",26043.05,USA,1500 W SHURE DR STE 100,ARLINGTON HEIGHTS,COOK,IL,600047821
"ESCONDIDO, CITY OF",26000,USA,201 N BROADWAY,ESCONDIDO,SAN DIEGO,CA,920252709
"MASON ARCHITECTS, INC.",25000,USA,119 MERCHANT ST,HONOLULU,HONOLULU,HI,968134452
INTERIOR RESOURCE GROUP INC,24885.88,USA,11838 W COQUINA CT,CRYSTAL RIVER,CITRUS,FL,344299227
"ESCGOV, INC.",24778,USA,8300 GREENSBORO DR. SUITE 1150,MC LEAN,FAIRFAX,VA,221023640
GLOBAL ASSETS INTEGRATED LLC,24748.33,USA,6216 MELL CAVE COURT,LAS VEGAS,CLARK,NV,891312346
"FORCE SCIENCE, LTD.",24650,USA,124 E WALNUT ST STE 120,MANKATO,BLUE EARTH,MN,560016558
"INSEEGO NORTH AMERICA, LLC",24643.3,USA,9605 SCRANTON RD STE 300,SAN DIEGO,SAN DIEGO,CA,921211789
ZDAAS LLC,24507.68,USA,1000 STEWART AVE STE B5,GLEN BURNIE,ANNE ARUNDEL,MD,210613209
QUALITY COAST INC,24170.8,USA,2462 MAIN ST STE H,CHULA VISTA,SAN DIEGO,CA,919114624
"EMERGENCY SERVICES AND PUBLIC PROTECTION, DEPARTMENT OF",24109.2,USA,1111 COUNTRY CLUB RD,MIDDLETOWN,MIDDLESEX,CT,64572389
"LOTUSUSA, INC.",24045.12,USA,445 S FIGUEROA ST,LOS ANGELES,LOS ANGELES,CA,900711602
COUNTY OF IMPERIAL,24000,USA,324 APPLESTILLE RD,EL CENTRO,IMPERIAL,CA,922439661
CONVERGINT TECHNOLOGIES LLC,23983.68,USA,1 COMMERCE DR,SCHAUMBURG,COOK,IL,601735302
THE JANZ CORP,23218.23,USA,"6950 AMERICANA PARKWAY, SUITE F",REYNOLDSBURG,FRANKLIN,OH,430684127
ENCORE GROUP USA LLC,23211.34,USA,5100 RIVER RD,SCHILLER PARK,COOK,IL,601761058
"ADVANCED ENVIRONMENTAL OPTIONS, INC.",22600,USA,25 STAN PERKINS RD,SPARTANBURG,SPARTANBURG,SC,293074311
LEADING AUTHORITIES INC,22500,USA,1725 I ST NW,WASHINGTON,DISTRICT OF COLUMBIA,DC,200062427
WRIGGLESWORTH ENTERPRISES INC,22335.44,USA,3516 S COLLEGE RD,WILMINGTON,NEW HANOVER,NC,284120912
INTERNATIONAL TELEVISION CORPORATION,22192,USA,21000 S WILMINGTON AVE,LONG BEACH,LOS ANGELES,CA,908101232
MONTGOMERY COUNTY FIRE ACADEMY,22000,USA,1175 CONSHOHOCKEN RD,CONSHOHOCKEN,MONTGOMERY,PA,194281028
WOLCOTT GUNS INC,21600,USA,3052 WALDEN AVE,DEPEW,ERIE,NY,140432604
FULTONST1 LLC,21418,USA,9200 ALAKING CT,CAPITOL HEIGHTS,PRINCE GEORGE'S,MD,207435058
WESTWIND TEAM LLP,21400.5,USA,2703 BROADBENT PKWY NE STE B,ALBUQUERQUE,BERNALILLO,NM,871072279
ORION OIL LLC,21243.53,USA,7950 NW 58TH ST,DORAL,MIAMI-DADE,FL,331663430
"LIFE FITNESS SALES, INC.",21200,USA,10601 BELMONT AVENUE,FRANKLIN PARK,COOK,IL,601311545
LC INDUSTRIES INC,21185.98,USA,4500 EMPEROR BLVD,DURHAM,DURHAM,NC,277038420
"TECOLOTE RESEARCH, INC.",21060,USA,420 S FAIRVIEW AVE,GOLETA,SANTA BARBARA,CA,931173654
"COMPLETE PACKAGING AND SHIPPING SUPPLIES, INC.",20948.4,USA,1200 SHAMES DR,WESTBURY,NASSAU,NY,115901766
"ACCURACY 1ST, INC",20758,USA,10581 MENDOTA RD,CANADIAN,HEMPHILL,TX,790145021
"RANGE 54, LLC",20631,USA,5725 E KELLOGG DR,WICHITA,SEDGWICK,KS,672181701
"TORO DEFENSE CONTRACTING, LLC",20500,USA,214 E GOODE ST,QUITMAN,WOOD,TX,757832533
AIRBORNE OUTFITTERS LLC,20449.75,USA,1850 INDUSTRIAL DRIVE,FINDLAY,HANCOCK,OH,458405439
"C. FORBES, INC",20282.26,USA,12830 W CREEK PKWY STE G,RICHMOND,GOOCHLAND,VA,232381126
"SEILEVEL PARTNERS, LP",20081,USA,3575 FAR WEST BLVD STE 26544,AUSTIN,TRAVIS,TX,787313064
"RIVER CITY RANGE, LLC",20065,USA,6020 W BROAD ST,RICHMOND,HENRICO,VA,232302222
"EMERGENT DEVICES, INC.",19900.32,USA,401 PLYMOUTH RD STE 400,PLYMOUTH MEETING,MONTGOMERY,PA,194621645
VICTOR FORWARD LLC,19600,USA,1206 LASKIN RD,VIRGINIA BEACH,VIRGINIA BEACH (CITY),VA,234515263
"SUPPLYSOURCE DC, LLC",19502.23,USA,66 CANAL CENTER PLZ STE 310,ALEXANDRIA,ALEXANDRIA (CITY),VA,223141568
SKOPENOW INC.,19500,USA,12 E 49TH ST,NEW YORK,NEW YORK,NY,100171028
REGENTS OF UNIVERSITY OF MINNESOTA,18867,USA,1300 S 2ND ST WBOB 645,MINNEAPOLIS,HENNEPIN,MN,55455
ENGAGED HEALTHCARE SOLUTIONS LLC,18725.4,USA,3750 HAVERHILL DR,INDIANAPOLIS,MARION,IN,462403680
"ACCO ENGINEERED SYSTEMS, INC.",18461,USA,888 E WALNUT ST,PASADENA,LOS ANGELES,CA,911011895
"CIH EQUIPMENT CO., INC.",18424.2,USA,1806 S HIGHLAND AVE,CLEARWATER,PINELLAS,FL,337561762
SPS INDUSTRIAL INC,18385.08,USA,1121 SE OCEAN BLVD FL 2,STUART,MARTIN,FL,349962517
"POTOMAC RIVER GROUP, LLC",18199.35,USA,19775 BELMONT EXECUTIVE PLZ,ASHBURN,LOUDOUN,VA,201477608
ELLIPTIC INC,18000,USA,1632 1ST AVE # 23346,NEW YORK,NEW YORK,NY,100284305
TRI-STATE CAMERA EXCH. INC.,17959.6,USA,338 8TH AVE,NEW YORK,NEW YORK,NY,100018000
VALORENCE LLC,17931.82,USA,1756 N 8150 W,MENDON,CACHE,UT,843254601
WECSYS LLC,17853.1,USA,8825 XYLON AVE N,BROOKLYN PARK,HENNEPIN,MN,554451812
PELICAN SALES INC,17790.88,USA,2825 BUSINESS CENTER BLVD STE C9,MELBOURNE,BREVARD,FL,329407193
"SOUTH BAY FENCE, INC.",17665,USA,3084 MAIN ST,CHULA VISTA,SAN DIEGO,CA,919115704
CODE 5 GROUP LLC,17650,USA,18344 W SAN JUAN AVE,LITCHFIELD PARK,MARICOPA,AZ,853406216
"LEIDOS SECURITY DETECTION & AUTOMATION, INC.",17500,USA,1 RADCLIFF RD,TEWKSBURY,MIDDLESEX,MA,18761181
"NASSANEY COMPANY, LLC",17449,USA,2116 E BROADWAY ST,ALTUS,JACKSON,OK,735215810
HYATT CORPORATION,17420,USA,1001 GRAND CENTRAL PKWY,CONROE,MONTGOMERY,TX,773043243
"METROTEC, INC.",17225.6,USA,37292 CHARLES TOWN PIKE,HILLSBORO,LOUDOUN,VA,201322900
BREACHING TECHNOLOGIES INC,16845.13,USA,17317 BANDERA RD,HELOTES,BEXAR,TX,780233485
AMERICAN PULVERIZER CO,16730,USA,1319 MACKLIND AVE,SAINT LOUIS,ST. LOUIS (CITY),MO,631101433
SONIAT & WILLOW INC,16440,USA,11339 OXNARD ST APT C,NORTH HOLLYWOOD,LOS ANGELES,CA,916064290
EMERALD CITY MOVING & STORAGE LLC,16438.5,USA,18325 SEGALE PARK DRIVE B,TUKWILA,KING,WA,98188
CITY OF KANSAS CITY,16401.36,USA,414 E 12TH ST FL 3,KANSAS CITY,JACKSON,MO,641062702
PREVOST CAR (US) INC.,16303.04,USA,7900 NATIONAL SERVICE RD,GREENSBORO,GUILFORD,NC,274099416
OLIN CORP,16221.37,USA,600 POWDER MILL RD,EAST ALTON,MADISON,IL,620241273
REGENTS OF THE UNIVERSITY OF MINNESOTA,16120,USA,200 OAK ST SE # 224,MINNEAPOLIS,HENNEPIN,MN,554552009
"RAC GENERAL CONTRACTORS, LLC",16105.5,USA,7130 DESILU DR UNIT C,SAN ANTONIO,BEXAR,TX,782402429
VCLOUD TECH INC,15629.76,USA,609 DEEP VALLEY DR STE 200,ROLLING HILLS ESTATES,LOS ANGELES,CA,902743614
AERICO INC,15284.56,USA,1253 N OLD RAND RD,WAUCONDA,LAKE,IL,600841159
COUNTY OF CLACKAMAS,15260,USA,2051 KAEN RD,OREGON CITY,CLACKAMAS,OR,970451819
WRIGHT LINE LLC,15236.69,USA,160 GOLD STAR BLVD,WORCESTER,WORCESTER,MA,16062709
TEREX CORPORATION,15119.86,USA,150 RIVERSIDE PKWY STE 203,FREDERICKSBURG,STAFFORD,VA,224061094
"MIAMI TRIBAL SYSTEMS INTEGRATORS, LLC",15114.97,USA,1950 ROLAND CLARKE PL,RESTON,FAIRFAX,VA,201911414
"FRANK'S SUPPLY COMPANY, INC",14960,USA,3311 STANFORD DR NE,ALBUQUERQUE,BERNALILLO,NM,871072017
SOUTHERN BALLISTIC RESEARCH LLC,14926.05,USA,140 INDIGO DR,BRUNSWICK,GLYNN,GA,315258458
"MACRO COMPANIES, INC.",14869.5,USA,101 MILLSTONE RD,BROUSSARD,LAFAYETTE,LA,705184234
AZ-TECH FIRE AND SECURITY LLC,14601.6,USA,15608 S BRENTWOOD ST. STE C,CHANNELVIEW,HARRIS,TX,775304054
"ACCURATE PERFORATING CO., INC.",14500,USA,3636 S KEDZIE AVE,CHICAGO,COOK,IL,606322727
PRESIDENT AND FELLOWS OF HARVARD COLLEGE,14475,USA,79 JFK ST,CAMBRIDGE,MIDDLESEX,MA,21385801
"ABSOLUTE STORAGE, LLC",14380.1,USA,5806 E MINERAL ROAD,GUADALUPE,MARICOPA,AZ,852834304
"SBC GLOBAL SERVICES, INC.",14282.41,USA,225 RANDOLPH ST Z1 RM 15D,CHICAGO,COOK,IL,606061838
DSI DISTRIBUTING INC,13996.92,USA,12010 RIDGEMONT DR,URBANDALE,POLK,IA,503232317
"TROPHIES BY EDCO, INC.",13931.8,USA,3702 DAVIE BLVD,FORT LAUDERDALE,BROWARD,FL,333123494
QUANTUM CORPORATION,13908.63,USA,224 AIRPORT PKWY STE 550,SAN JOSE,SANTA CLARA,CA,951101097
"PUBLIC SAFETY & CORRECTIONAL SERVICES, MARYLAND DEPT OF",13383,USA,300 E JOPPA RD STE 1000,TOWSON,BALTIMORE,MD,212863068
IRONCLAD TECHNOLOGY SERVICES LLC,13215.75,USA,200 GOLDEN OAK CT STE 320,VIRGINIA BEACH,VIRGINIA BEACH (CITY),VA,234528502
F C I TECH INC.,13007.94,USA,14 HARRISON AVE,BROOKLYN,KINGS,NY,112118150
"SCREENFEED, INC",12996,USA,4208 PARK GLEN RD,MINNEAPOLIS,HENNEPIN,MN,554164758
BWB AUTOMOTIVE LLLP,12926.97,USA,5801 SPUR 327,LUBBOCK,LUBBOCK,TX,794242703
SMITHMYER ELECTRONICS INC,12915,USA,211 E BELL AVE,ALTOONA,BLAIR,PA,166025201
LIVING GROUP LLC,12697.07,USA,325 W 38TH ST,NEW YORK,NEW YORK,NY,100189660
ENVISION XPRESS INC,12693.75,USA,2301 S WATER,WICHITA,SEDGWICK,KS,672134819
OSS SUPPRESSORS LLC,12650,USA,280 W CENTRAL AVE,MILLCREEK,SALT LAKE,UT,841071420
"A-1 SCALE SERVICE, INC.",12648.96,USA,4807 NW INDUSTRIAL DR,SAN ANTONIO,BEXAR,TX,782381934
"CAPITAL REPORTING COMPANY, LLC",12541.2,USA,290 W MOUNT PLEASANT AVE,LIVINGSTON,ESSEX,NJ,70392762
"NEW LIFE CHINESE LAUNDRY, INC",12311.08,USA,3829 GRANADA AVE,SAN DIEGO,SAN DIEGO,CA,921043514
GEISSELE AUTOMATICS LLC,12224.16,USA,800 E WALNUT ST,NORTH WALES,MONTGOMERY,PA,194542366
"GATOR MOTO UTILITY VEHICLES AND MORE, LLC",12145.55,USA,58 W 9TH ST,ATLANTIC BEACH,DUVAL,FL,322333465
"THE GRACELAND COLLEGE CENTER FOR PROFESSIONAL DEVELOPMENT AND LIFELONG LEARNING, INC",12091,USA,6900 SQUIBB RD,SHAWNEE MISSION,JOHNSON,KS,662023247
MY OWN MEALS INC,11892.8,USA,400 LAKE COOK RD,DEERFIELD,LAKE,IL,600154929
"CHESAPEAKE SYSTEMS INTERNATIONAL, LLC",11880.86,USA,801 W 33RD ST,BALTIMORE,BALTIMORE (CITY),MD,212112708
LAUN-DRY SUPPLY CO INC,11810.25,USA,3800 DURAZNO AVE,EL PASO,EL PASO,TX,799321304
PRYMOL BUSINESS MANAGEMENT INC,11765.25,USA,9701 FULLBRIGHT AVE,CHATSWORTH,LOS ANGELES,CA,913115331
"DIGITAL INTELLIGENCE, INC.",11733.37,USA,17165 W GLENDALE DR,NEW BERLIN,WAUKESHA,WI,531512737
"COPPER RIVER ENTERPRISE SERVICES, LLC",11655.38,USA,721 DEPOT DR,ANCHORAGE,ANCHORAGE,AK,995011615
"925 COLLISION REPAIR, INC.",11595,USA,1410 CONCORD AVE STE C,CONCORD,CONTRA COSTA,CA,945204944
AHT FLORIDA INC.,11284,USA,2708 ALT 19 STE 505,PALM HARBOR,PINELLAS,FL,346832644
"THOMAS SCIENTIFIC, LLC",11266.14,USA,1654 HIGH HILL RD,SWEDESBORO,GLOUCESTER,NJ,80851780
"J'S COMMUNICATIONS, INC",10828,USA,3733 S BAGLEY AVE STE C,FRESNO,FRESNO,CA,937252436
"VICTORY SUPPLY, LLC",10643.08,USA,7025 INDUSTRIAL PARK RD,MOUNT PLEASANT,MAURY,TN,384741074
"ASSET PROTECTION & SECURITY SERVICES, L.P.",10605,USA,5502 BURNHAM DR,CORPUS CHRISTI,NUECES,TX,784133787
LCEO LLC,10559.04,USA,30 MOUNTAINVIEW DR,WATERFORD,SARATOGA,NY,121881713
FEDERAL ACQUISITION SERVICE,10519.05,USA,1800 F ST NW,WASHINGTON,DISTRICT OF COLUMBIA,DC,204050001
SIRINA PROTECTION SYSTEMS CORP,10284,USA,"151 HERRICKS ROAD, SUITE 103",GARDEN CITY PARK,NASSAU,NY,110405200
TEKSOUTH CORPORATION,10245.22,USA,1420 NORTHBROOK DR STE 220,GARDENDALE,JEFFERSON,AL,350713869
"BURLESON CONSTRUCTION, INC.",9999.25,USA,13340 S GESSNER RD,MISSOURI CITY,FORT BEND,TX,774891022
BLUE COURAGE LLC,9999,USA,900 LAKEWOOD PL,AURORA,KANE,IL,605064932
KEOCIA SERVICES LLC,9991,USA,450 CENTURY PKWY STE 250,ALLEN,COLLIN,TX,750138136
"LEXMARK INTERNATIONAL, INC.",9980.52,USA,740 W NEW CIRCLE RD,LEXINGTON,FAYETTE,KY,405501806
NEET AUTOMOTIVE REPAIR INC.,9695.59,USA,2045 ROUTE 9,ROUND LAKE,SARATOGA,NY,121511701
"LYME COMPUTER SYSTEMS, INC.",9624.55,USA,240 MECHANIC ST STE 301,LEBANON,GRAFTON,NH,37662617
TYR TACTICAL LLC,9593.76,USA,9330 N 91ST AVE,PEORIA,MARICOPA,AZ,853458397
"SD SHREDDING, INC.",9351.36,USA,7377 CONVOY CT STE C,SAN DIEGO,SAN DIEGO,CA,921111132
EOLA POWER LLC,9339.4,USA,8782 NW 18TH TER,DORAL,MIAMI-DADE,FL,331722620
THE ARC OF CUMBERLAND AND PERRY COUNTIES,9115.5,USA,71 ASHLAND AVE,CARLISLE,CUMBERLAND,PA,170132601
ABM INDUSTRIES INC,8960,USA,7TH FLOOR,NEW YORK,NEW YORK,NY,100061417
WILLIAMS SCOTSMAN INC,8949.13,USA,901 S BOND ST STE 600,BALTIMORE,BALTIMORE (CITY),MD,212313348
ACEVEDO-GONZALEZ VICTOR MANUEL,8925,USA,201 ORMSBY CT,SOCORRO,EL PASO,TX,799273639
DLK INC,8814.82,USA,3780 PLAINFIELD AVE NE,GRAND RAPIDS,KENT,MI,495252404
"MCGRATH AUTOMOTIVE GROUP, INC",8702.24,USA,1040 N CENTER POINT RD,HIAWATHA,LINN,IA,522331200
"OHBG, INC",8644.32,USA,3200 MAIN ST,KANSAS CITY,JACKSON,MO,641111903
BANNING CONTRACTING SERVICES INC,8211.58,USA,13211 S 65TH EAST PL,BIXBY,TULSA,OK,740083846
WALLY P HERNANDEZ,8080.88,USA,390 MACARTHUR AVE,SAN JOSE,SANTA CLARA,CA,951282128
PITNEY BOWES INC.,8064.29,USA,3001 SUMMER ST,STAMFORD,FAIRFIELD,CT,69264317
"COLT SERVICES, INC",7778.7,USA,9655 VIA EXCELENCIA,SAN DIEGO,SAN DIEGO,CA,921264555
"PROFESSIONAL SHORTHAND REPORTERS, INC",7479.6,USA,601 POYDRAS ST STE 1615,NEW ORLEANS,ORLEANS,LA,701306042
"AD AUTO ENTERPRISES, LLC",7421.04,USA,5417 REDFIELD ST,DALLAS,DALLAS,TX,752357307
STERICYCLE INC,7370,USA,6838 FAIRFIELD BUSINESS CENTER DR,FAIRFIELD,BUTLER,OH,450145476
J & S POWER SOLUTIONS INC,7050,USA,201 E ODGEN AVE STE 14,HINSDALE,DUPAGE,IL,60521
"ORLANDO FREIGHTLINER, INC.",7022.3,USA,2455 S ORANGE BLOSSOM TRL,APOPKA,SEMINOLE,FL,327031873
VERITEXT LLC,6951.9,USA,290 W MOUNT PLEASANT AVE,LIVINGSTON,ESSEX,NJ,70392762
TUTTLE CLICK TUSTIN INC,6725,USA,40 AUTO CENTER DR,TUSTIN,ORANGE,CA,927828401
CENTRAL PARKING CORPORATION,6720,USA,507 MAINSTREAM DR,NASHVILLE,DAVIDSON,TN,372281208
GLENNIE REPORTING SERVICES LLC,6574.68,USA,1555 E ORANGEWOOD AVE,PHOENIX,MARICOPA,AZ,850205130
"CRESSTON CO, L.L.C. THE",6463.7,USA,147 OLD SOLOMONS ISLAND RD STE 302,ANNAPOLIS,ANNE ARUNDEL,MD,214013838
FEDERAL LOCK & SAFE INC,6380.55,USA,5130 WILSON BLVD,ARLINGTON,ARLINGTON,VA,222051169
DATAWATCH CORPORATION,6380,USA,4 CROSBY DR,BEDFORD,MIDDLESEX,MA,17301402
ADVANCED SATELLITE COMMUNICATIONS INC,6314.75,USA,12137 MERRIMAN RD,LIVONIA,WAYNE,MI,481501912
VELOCITY SYSTEMS LLC,6159.17,USA,45064 UNDERWOOD LN,STERLING,LOUDOUN,VA,201662304
PHILIP HENFIELD,6156.91,USA,640 BURNET AVE,SYRACUSE,ONONDAGA,NY,132032404
BURKE COURT REPORTING LLC,6131.43,USA,64 MAGNOLIA PL,WAYNE,PASSAIC,NJ,74705529
"EXECUTIVE INFORMATION SYSTEMS, L.L.C.",6082,USA,6903 ROCKLEDGE DR STE 760,BETHESDA,MONTGOMERY,MD,208171818
SECURITY SOLUTIONS GROUP LLC,6066.69,USA,614 FRELINGHUYSEN AVE,NEWARK,ESSEX,NJ,71141356
WORCESTER COUNTY,6000,USA,1 W MARKET ST RM 1105,SNOW HILL,WORCESTER,MD,218631085
"VETERANS STANDARD AMERICA, INC",6000,USA,709 KESWICK DR,DESOTO,DALLAS,TX,751151753
"HUMAN RESOURCES INSTITUTE, INC",5895,USA,6172 OXON HILL RD,OXON HILL,PRINCE GEORGE'S,MD,207453123
INTEGRAL BLUE LLC,5253.68,USA,1060 CENTRE RD,AUBURN HILLS,OAKLAND,MI,483262600
GPS BAHAMAS LLC,5000,USA,5115 NW 17TH TER,FORT LAUDERDALE,BROWARD,FL,333092749
"SIGNET TECHNOLOGIES, INC.",4969.26,USA,12300 KILN CT STE E,BELTSVILLE,PRINCE GEORGE'S,MD,207051311
A29 FUNDING LLC,4820.2,USA,5055 INTERNATIONAL BLVD,NORTH CHARLESTON,CHARLESTON,SC,294185963
ASHFORD TRS MEMPHIS LLC,4722.48,USA,2795 POPLAR AVE,MEMPHIS,SHELBY,TN,38119
METLANG LLC,4416,USA,1 E BROWARD BLVD STE 300,FORT LAUDERDALE,BROWARD,FL,333011843
"TEAMBONDING, INC.",4400,USA,298 TOSCA DR,STOUGHTON,NORFOLK,MA,20721506
PLANET DEPOS LLC,4286.75,USA,451 HUNGERFORD DR STE 400,ROCKVILLE,MONTGOMERY,MD,208504196
"PREMIUM PARKING SERVICE, L.L.C.",4285.68,USA,1010 COMMON ST STE 2950,NEW ORLEANS,ORLEANS,LA,701122422
AMERITEL COMMUNICATIONS CORP,4056.96,USA,7361 CALHOUN PL,ROCKVILLE,MONTGOMERY,MD,208552784
"OURISMAN DODGE, INC.",3883.67,USA,5900 RICHMOND HWY,ALEXANDRIA,FAIRFAX,VA,223031805
"MARQUIS CONSULTING SERVICES, INC.",3600,USA,2914 INDEPENDENCE DR,FORT WAYNE,ALLEN,IN,468081327
"AVAYA FEDERAL SOLUTIONS, INC",3182.09,USA,12730 FAIR LAKES CIRCLE,FAIRFAX,FAIRFAX,VA,220334901
ALTAIR ENGINEERING INC.,2750,USA,1820 E. BIG BEAVER ROAD,TROY,OAKLAND,MI,480832031
UNISSANT INC.,2500,USA,12901 WORLDGATE DR STE 600,HERNDON,FAIRFAX,VA,201706014
TRANSPERFECT TRANSLATIONS INTERNATIONAL INC,1054.35,USA,1250 BROADWAY FL 7,NEW YORK,NEW YORK,NY,100013749